B1,B2,B3,B4,B5,B6,B7,Class
233,314,455,505,731,775,786,1
250,322,471,522,751,832,862,1
235,320,462,503,723,825,872,1
245,315,460,495,715,812,835,1
232,305,451,485,696,747,750,1
268,350,506,562,916,1334,1480,1
269,357,508,572,911,1341,1477,1
273,361,513,573,913,1309,1457,1
250,337,488,536,900,1202,1264,1
244,327,482,536,895,1131,1150,1
269,351,512,561,920,1342,1489,1
273,352,512,565,922,1329,1463,1
246,344,497,548,906,1215,1287,1
267,350,504,555,899,1173,1227,1
269,356,511,570,913,1351,1503,1
270,360,519,589,929,1353,1481,1
303,380,522,572,926,1263,1364,1
268,355,505,561,914,1278,1379,1
274,364,521,589,949,1410,1550,1
273,360,519,596,943,1445,1593,1
194,265,408,443,759,847,731,1
193,261,399,424,714,796,714,1
174,260,397,423,729,785,683,1
190,268,404,436,724,798,721,1
183,260,397,431,746,830,725,1
171,255,389,417,720,781,692,1
222,295,441,464,764,851,755,1
219,295,434,460,755,827,753,1
213,293,434,453,753,828,737,1
221,293,432,472,777,864,757,1
209,293,436,470,778,854,742,1
223,297,435,484,803,896,790,1
231,331,461,499,738,876,854,1
231,325,460,502,740,803,754,1
254,336,467,504,750,865,864,1
237,333,473,504,760,852,807,1
241,334,468,506,752,858,806,1
245,338,462,503,745,895,890,1
239,333,468,509,751,879,888,1
242,325,454,493,721,803,752,1
245,332,467,509,744,851,848,1
249,336,464,506,745,859,858,1
232,318,456,496,731,832,807,1
236,328,457,498,735,829,790,1
254,338,472,521,758,859,866,1
247,343,477,531,783,956,965,1
245,338,472,519,753,891,906,1
229,329,464,501,740,852,848,1
272,382,535,611,897,1189,1148,1
272,368,518,588,832,1110,1077,1
270,358,507,574,809,1055,1028,1
281,373,515,593,844,1124,1066,1
284,379,526,603,854,1191,1149,1
290,384,536,622,885,1240,1225,1
278,368,519,596,852,1193,1176,1
271,369,525,608,881,1140,1089,1
287,370,510,561,790,1113,1121,1
383,443,567,625,859,1189,1171,1
282,363,517,593,890,1237,1183,1
269,370,520,592,860,1210,1202,1
284,375,532,607,883,1258,1240,1
322,390,514,555,758,1003,1023,1
289,382,542,620,899,1269,1251,1
279,362,500,549,746,1058,1104,1
337,405,532,579,793,1116,1138,1
303,379,504,558,737,1014,1057,1
294,374,506,563,758,1083,1125,1
301,382,506,562,776,1106,1123,1
271,358,491,546,743,1048,1069,1
236,321,453,497,711,900,855,1
242,316,449,490,712,884,863,1
242,317,450,490,715,895,848,1
287,361,503,552,745,1106,1133,1
294,383,538,600,867,1141,1098,1
315,414,571,654,946,1179,1096,1
295,383,536,606,885,1182,1092,1
279,351,498,553,772,1103,1119,1
236,313,442,481,680,833,796,1
236,313,448,488,694,840,799,1
236,313,440,475,678,843,810,1
290,382,535,608,867,1135,1087,1
282,368,520,581,822,1240,1258,1
293,382,529,593,858,1143,1109,1
290,377,529,591,829,1071,1032,1
289,376,531,596,839,1097,1056,1
307,404,554,630,892,1109,1055,1
223,315,435,483,688,879,831,1
228,307,442,486,705,887,853,1
231,313,446,478,687,865,812,1
300,389,542,600,865,1182,1154,1
287,377,534,593,823,1080,1058,1
284,378,528,595,838,1118,1058,1
300,397,547,626,881,1106,1029,1
241,325,471,522,797,929,899,1
236,331,475,527,821,1000,944,1
251,334,475,535,847,1041,968,1
251,334,477,534,791,946,937,1
244,334,481,546,831,989,964,1
250,336,475,522,769,908,922,1
255,343,484,527,783,929,968,1
245,338,485,534,790,944,971,1
246,332,478,534,821,1010,996,1
266,333,485,531,802,984,1012,1
237,325,477,526,808,974,938,1
250,337,479,530,791,938,982,1
249,328,474,525,778,929,942,1
245,322,467,513,772,910,916,1
244,323,468,523,830,1013,955,1
270,361,503,564,790,1115,1143,1
277,375,533,603,855,1181,1181,1
275,370,509,565,799,1130,1109,1
287,373,528,593,822,1112,1141,1
254,337,465,510,692,937,954,1
249,329,464,506,691,924,925,1
263,334,461,503,688,931,937,1
258,328,459,504,689,941,953,1
254,336,468,518,705,979,997,1
244,333,460,507,691,954,956,1
246,340,482,546,804,990,896,1
255,337,481,537,791,989,895,1
268,357,507,584,856,1104,982,1
253,335,485,557,832,1029,912,1
237,330,484,552,810,1008,898,1
259,344,489,561,835,1086,987,1
263,351,497,573,846,1061,943,1
241,341,500,572,848,1079,960,1
243,334,502,581,853,1068,950,1
247,349,503,564,875,1162,1211,1
255,349,498,558,823,1126,1223,1
251,348,498,557,857,1104,1165,1
246,349,489,548,810,1076,1171,1
255,360,514,583,884,1240,1293,1
242,346,500,555,833,1091,1159,1
246,348,481,544,802,1090,1158,1
254,360,507,577,862,1132,1216,1
266,363,528,603,899,1279,1353,1
232,325,471,547,838,1067,1099,1
213,314,467,530,816,1050,1039,1
199,302,441,487,782,924,914,1
197,289,447,479,811,931,888,1
210,307,454,493,870,977,904,1
202,296,436,458,776,871,844,1
197,291,427,468,760,928,916,1
205,301,440,498,796,1013,1015,1
199,287,426,447,745,847,812,1
207,305,441,471,792,834,803,1
230,317,446,468,768,860,848,1
199,296,427,458,752,860,860,1
205,304,436,469,773,892,886,1
203,296,439,469,774,905,904,1
208,305,438,472,768,938,943,1
212,303,441,469,766,925,931,1
212,309,448,474,790,943,943,1
256,332,461,478,815,909,884,1
212,304,441,472,772,907,922,1
219,314,453,491,784,945,966,1
254,334,497,542,868,1043,971,1
254,342,503,562,912,1099,1016,1
246,341,500,546,873,1083,1010,1
246,340,504,564,921,1137,1045,1
242,332,489,544,881,1067,975,1
241,334,486,542,862,1040,958,1
247,336,498,557,917,1110,1021,1
247,341,497,550,890,1072,989,1
236,333,484,540,859,1018,928,1
239,332,488,558,924,1122,1008,1
249,325,485,544,871,1074,996,1
233,328,474,521,836,1030,961,1
231,322,470,524,846,1096,1046,1
230,321,469,517,835,1058,998,1
222,324,478,528,863,1052,987,1
189,274,422,461,792,860,716,1
190,284,438,478,854,932,757,1
188,279,431,479,850,907,740,1
190,281,431,484,840,912,776,1
184,277,430,482,860,937,760,1
183,277,431,481,842,922,747,1
183,275,412,452,810,852,706,1
183,277,421,462,800,885,727,1
212,310,447,490,891,1010,885,1
227,317,460,497,885,975,904,1
223,308,450,488,892,941,849,1
222,307,445,479,851,1023,876,1
230,314,454,497,892,1037,900,1
226,308,449,495,892,971,849,1
254,338,471,532,852,956,848,1
254,345,494,569,873,976,890,1
243,333,484,542,895,993,875,1
240,324,458,487,737,900,893,1
251,343,477,515,775,877,869,1
237,328,466,521,846,977,867,1
228,320,465,522,850,935,858,1
245,328,462,512,802,955,900,1
228,309,455,501,814,985,894,1
236,314,470,496,956,1156,1132,1
219,310,458,486,910,1040,1004,1
237,324,462,488,903,1048,1034,1
230,327,485,555,823,901,818,1
200,306,496,564,899,999,884,1
250,338,484,510,945,1115,1087,1
200,318,502,586,910,1017,881,1
229,320,472,537,797,894,794,1
220,309,458,514,779,836,731,1
201,312,502,577,891,1038,883,1
211,308,481,555,865,952,736,1
184,301,492,571,916,1001,834,1
263,354,532,579,1074,1273,1199,1
267,355,513,557,1024,1234,1206,1
286,361,492,520,945,1172,1197,1
286,373,523,566,1025,1214,1210,1
239,328,467,496,940,1152,1191,1
259,336,486,518,978,1260,1293,1
246,328,472,507,957,1257,1288,1
250,328,474,498,939,1132,1166,1
241,332,483,552,832,999,915,1
245,331,469,514,766,931,852,1
236,332,470,522,780,857,789,1
241,328,475,530,794,881,803,1
225,311,469,525,809,960,836,1
224,313,453,499,762,1003,974,1
229,324,455,505,749,987,932,1
268,352,486,530,856,1162,1142,1
268,350,488,550,860,1185,1122,1
265,350,496,530,860,1098,1079,1
245,337,484,549,937,1189,1065,1
263,348,469,514,771,1031,1083,1
258,338,470,518,830,1107,1122,1
261,343,469,510,789,1049,1078,1
263,340,481,512,779,1066,1144,1
328,415,556,596,944,1202,1192,1
330,425,564,620,996,1168,1181,1
318,424,562,605,930,1129,1124,1
321,418,555,607,997,1204,1151,1
352,453,576,603,894,1074,1153,1
342,441,569,604,897,1082,1141,1
355,446,583,629,991,1187,1163,1
356,451,579,610,933,1112,1157,1
405,488,623,649,977,1128,1208,1
374,473,603,622,911,1129,1234,1
360,455,588,611,895,1087,1160,1
399,489,617,638,934,1106,1200,1
257,356,531,622,1102,1508,1347,1
273,380,556,645,1108,1458,1324,1
268,371,553,651,1133,1518,1381,1
285,404,576,682,1166,1570,1415,1
255,373,558,652,1145,1546,1412,1
272,378,566,654,1136,1507,1385,1
265,367,541,598,1122,1486,1333,1
264,375,544,596,1103,1425,1334,1
216,328,522,573,1117,1365,1245,1
223,331,508,551,1020,1277,1188,1
216,314,482,518,972,1200,1132,1
213,331,510,556,1109,1361,1235,1
205,312,487,527,988,1205,1122,1
219,329,508,545,1056,1286,1188,1
236,334,511,544,1058,1311,1220,1
214,320,494,531,1000,1221,1111,1
305,424,609,665,1226,1456,1268,1
326,444,662,730,1343,1578,1400,1
306,425,610,670,1260,1507,1277,1
98,254,481,536,1052,1067,947,1
107,261,502,560,1075,1089,973,1
114,262,474,526,1016,1036,958,1
100,270,506,570,1101,1122,1000,1
304,431,630,714,1251,1626,1581,1
294,414,596,665,1200,1541,1497,1
264,403,590,656,1186,1483,1413,1
276,408,634,706,1245,1595,1525,1
413,491,651,663,1141,1320,1302,1
409,496,655,666,1143,1345,1321,1
414,501,653,667,1152,1342,1317,1
413,500,647,661,1119,1304,1307,1
403,495,651,661,1144,1318,1299,1
405,491,644,650,1119,1295,1288,1
407,491,647,659,1139,1299,1295,1
405,496,643,652,1103,1252,1228,1
404,491,641,650,1112,1277,1269,1
380,467,603,621,915,932,852,1
343,426,578,596,886,905,830,1
381,463,598,619,906,931,853,1
371,459,595,610,906,913,830,1
375,464,601,614,904,923,846,1
354,439,582,600,894,890,810,1
380,463,598,614,916,945,853,1
364,454,596,609,917,983,897,1
364,453,592,611,905,925,842,1
374,455,593,603,908,953,861,1
385,463,596,607,905,930,844,1
369,454,595,605,903,959,877,1
375,458,589,603,892,910,807,1
381,469,601,614,900,922,838,1
366,449,593,611,898,930,852,1
371,460,597,613,923,964,869,1
380,458,592,607,901,916,795,1
383,460,598,605,897,932,833,1
371,459,592,603,905,951,835,1
376,463,601,621,930,998,890,1
369,455,586,600,904,913,795,1
300,405,549,585,907,962,829,1
316,422,553,582,877,901,771,1
275,387,544,589,949,1030,865,1
236,368,555,601,962,1039,854,1
234,367,546,592,915,946,808,1
306,409,554,591,932,1004,850,1
319,424,554,589,881,917,789,1
308,411,549,582,897,952,819,1
225,361,530,569,903,957,809,1
239,358,535,578,931,983,817,1
190,329,539,592,919,952,809,1
242,365,542,579,895,935,799,1
168,310,522,574,918,959,809,1
122,294,527,591,935,974,816,1
157,306,515,567,931,1007,841,1
152,304,516,572,924,995,834,1
171,322,536,587,961,1002,835,1
173,320,528,572,934,938,772,1
180,324,537,573,936,951,792,1
253,375,548,585,915,953,811,1
260,378,542,577,912,928,786,1
255,380,541,581,903,922,784,1
327,429,570,605,925,998,870,1
319,424,563,596,918,971,832,1
322,425,563,594,912,957,821,1
170,340,598,683,1154,1395,1219,1
157,325,571,634,1042,1191,1050,1
170,355,607,701,1184,1408,1225,1
174,357,589,662,1080,1264,1119,1
208,372,608,649,1121,1070,884,1
237,371,601,640,1120,1110,937,1
215,380,629,665,1139,1077,910,1
269,406,627,663,1125,1063,883,1
268,416,628,668,1149,1127,959,1
251,405,637,674,1123,1092,934,1
225,358,658,760,2213,2321,1398,0
229,361,646,756,2202,2305,1431,0
225,358,662,758,2202,2381,1454,0
223,362,659,778,2165,2345,1431,0
221,355,660,749,2244,2261,1341,0
215,351,651,761,2234,2352,1413,0
232,362,655,762,2199,2346,1444,0
223,352,649,762,2181,2335,1448,0
228,369,676,773,2194,2356,1491,0
206,331,626,686,2060,2080,1278,0
212,342,637,722,2112,2202,1338,0
209,334,627,709,2126,2188,1298,0
212,342,634,698,2080,2163,1322,0
192,321,618,668,2122,2073,1237,0
198,334,612,695,2043,2163,1321,0
176,304,601,659,2057,2061,1213,0
198,329,632,690,2120,2137,1280,0
197,327,624,675,2097,2157,1297,0
239,358,629,719,1945,2246,1463,0
247,364,630,709,2152,2262,1487,0
224,343,626,723,2032,2258,1416,0
230,371,650,762,1953,2206,1461,0
214,345,679,783,2179,2301,1412,0
207,353,640,740,1955,2288,1468,0
199,331,625,676,2079,2129,1339,0
216,351,686,776,2193,2237,1383,0
190,332,627,704,1985,2187,1347,0
195,334,637,708,2020,2175,1345,0
180,331,641,728,2161,2169,1300,0
180,331,630,722,2146,2133,1274,0
190,341,660,757,2204,2204,1353,0
184,333,669,726,2243,2180,1307,0
191,340,656,741,2165,2250,1376,0
185,329,673,711,2259,2174,1279,0
193,334,663,731,2282,2246,1369,0
195,336,663,744,2242,2210,1350,0
180,331,658,734,2195,2172,1299,0
196,344,661,749,2280,2253,1355,0
206,354,685,773,2257,2203,1357,0
206,354,678,785,2237,2229,1367,0
199,346,670,764,2221,2277,1416,0
185,339,661,740,2197,2214,1378,0
241,390,728,845,2291,2367,1449,0
205,349,670,757,2234,2304,1401,0
184,339,672,788,2345,2175,1291,0
199,341,667,819,2309,2289,1325,0
184,326,650,752,2268,2201,1355,0
175,329,643,790,2182,2228,1356,0
187,336,661,739,2219,2242,1378,0
216,359,674,769,2197,2223,1343,0
186,333,657,808,2204,2279,1374,0
183,325,656,749,2265,2169,1299,0
188,329,653,739,2256,2195,1334,0
179,326,651,797,2232,2285,1342,0
182,322,645,756,2215,2197,1301,0
177,333,657,800,2213,2309,1382,0
190,331,647,761,2267,2212,1305,0
199,341,654,786,2218,2342,1414,0
199,345,650,748,2173,2263,1373,0
212,338,645,693,2198,2096,1266,0
211,342,639,729,2081,2182,1347,0
206,336,632,700,2086,2162,1309,0
220,363,662,755,2053,2324,1510,0
209,341,644,725,2078,2194,1328,0
224,368,677,809,2178,2399,1494,0
210,360,666,778,2187,2369,1463,0
208,354,661,764,2180,2226,1355,0
201,349,662,779,2184,2267,1369,0
179,319,634,700,2145,2153,1278,0
219,367,680,812,2237,2463,1512,0
198,344,647,712,2192,2157,1309,0
186,332,647,713,2144,2160,1311,0
187,336,642,741,2172,2196,1326,0
179,321,635,708,2159,2145,1282,0
189,331,644,690,2185,2158,1286,0
199,333,650,723,2179,2155,1309,0
186,324,647,698,2172,2156,1314,0
193,340,662,738,2173,2201,1329,0
203,345,657,725,2183,2297,1411,0
196,336,666,723,2208,2206,1349,0
196,328,646,728,2103,2267,1386,0
184,323,641,669,2218,2079,1245,0
203,340,663,770,2230,2297,1457,0
186,329,643,719,2297,2177,1303,0
183,325,639,707,2256,2156,1291,0
192,334,664,748,2327,2227,1323,0
180,316,650,724,2298,2227,1327,0
185,333,657,767,2287,2264,1359,0
175,301,627,668,2306,2062,1171,0
189,326,636,725,2256,2165,1268,0
190,335,640,712,2267,2242,1341,0
190,339,658,754,2276,2239,1336,0
188,330,647,739,2242,2166,1284,0
191,333,650,740,2199,2139,1256,0
188,338,671,775,2263,2165,1268,0
192,336,675,763,2307,2207,1305,0
207,351,662,768,2155,2359,1496,0
194,337,679,743,2355,2336,1434,0
211,359,689,793,2287,2396,1484,0
203,333,649,746,2240,2307,1415,0
181,330,651,757,2200,2379,1493,0
201,347,664,767,2234,2377,1479,0
190,323,633,714,2170,2288,1409,0
189,320,636,748,2194,2387,1494,0
157,313,664,796,2335,2239,1330,0
156,318,660,794,2346,2225,1334,0
186,318,641,678,2298,2188,1317,0
140,310,657,782,2282,2244,1363,0
136,310,664,806,2343,2256,1323,0
145,311,660,790,2294,2304,1384,0
142,307,648,794,2252,2318,1399,0
147,301,641,734,2291,2217,1363,0
142,308,654,791,2278,2267,1387,0
187,335,653,771,2189,2329,1422,0
165,316,635,741,2255,2182,1291,0
183,330,654,765,2187,2297,1387,0
174,321,651,754,2186,2304,1395,0
159,315,643,757,2164,2261,1375,0
162,322,635,749,2150,2215,1350,0
147,301,628,744,2119,2224,1354,0
164,313,635,741,2160,2208,1334,0
226,371,678,811,2297,2516,1570,0
243,382,675,794,2301,2440,1519,0
238,380,665,773,2255,2448,1535,0
183,255,580,433,2969,1816,900,0
176,253,581,436,2937,1805,900,0
182,256,586,427,2986,1786,883,0
232,376,660,760,2301,2452,1514,0
222,362,654,748,2362,2373,1422,0
208,352,655,756,2313,2363,1458,0
209,351,654,737,2317,2405,1475,0
185,253,583,417,3028,1782,875,0
176,250,574,433,2973,1796,888,0
171,247,572,427,3003,1838,911,0
226,374,664,776,2256,2467,1527,0
217,366,653,773,2229,2423,1501,0
195,334,643,719,2225,2214,1332,0
200,333,632,696,2236,2171,1262,0
192,333,626,721,2142,2183,1311,0
155,241,554,436,2976,1832,912,0
171,255,554,442,2914,1843,925,0
176,239,542,419,2844,1759,877,0
201,342,638,729,2149,2203,1328,0
197,347,632,729,2165,2254,1352,0
199,336,633,727,2133,2243,1380,0
160,238,526,421,2853,1791,896,0
155,232,527,423,2908,1796,893,0
165,244,532,403,2838,1769,877,0
196,344,628,729,2132,2233,1363,0
203,346,640,732,2188,2214,1352,0
159,235,510,403,2928,1779,883,0
153,231,499,400,2802,1738,877,0
205,345,632,739,2102,2242,1363,0
161,240,517,405,2848,1752,875,0
182,254,564,425,2922,1797,901,0
190,260,574,442,2919,1856,939,0
186,259,581,447,2909,1860,940,0
186,268,592,454,2953,1836,920,0
184,259,602,451,2937,1838,922,0
180,252,558,423,2861,1718,872,0
184,267,592,450,2895,1817,916,0
188,255,606,451,3049,1847,925,0
181,253,576,419,2923,1737,871,0
181,256,585,414,2997,1741,861,0
180,260,588,413,3015,1748,864,0
180,275,587,438,2893,1849,931,0
176,259,572,415,2869,1697,848,0
178,259,570,410,2915,1710,852,0
358,563,923,1097,2827,2909,2223,0
411,619,1029,1228,2775,3146,2511,0
380,582,1010,1189,2811,3210,2608,0
397,592,993,1185,2751,3322,2713,0
66,226,627,559,3083,1637,850,0
75,224,643,580,3165,1653,853,0
69,227,624,569,3162,1740,898,0
56,219,648,556,3161,1595,806,0
61,223,635,570,3229,1657,844,0
59,218,640,564,3101,1625,823,0
401,522,839,1061,2595,2989,2340,0
414,531,842,1086,2583,2999,2339,0
373,502,817,1050,2559,2951,2278,0
377,497,823,1017,2664,2882,2087,0
400,523,842,1073,2592,2995,2277,0
420,541,847,1106,2530,3109,2381,0
426,545,856,1119,2592,3150,2434,0
399,529,839,1087,2532,3041,2377,0
152,250,603,418,3780,1814,842,0
153,244,616,409,3786,1795,819,0
143,242,592,409,3685,1755,820,0
154,239,608,408,3769,1797,837,0
152,244,614,412,3753,1803,832,0
150,246,638,422,3848,1842,849,0
135,235,497,394,3046,1684,804,0
139,235,514,385,3121,1672,792,0
145,235,501,390,3004,1671,805,0
144,236,497,405,2820,1732,854,0
141,231,491,394,2957,1742,850,0
139,227,509,392,3089,1728,818,0
110,252,716,554,3551,1617,778,0
125,260,750,577,3473,1659,805,0
116,256,742,578,3460,1701,831,0
115,244,674,523,3590,1654,791,0
112,257,741,560,3643,1640,770,0
120,258,755,577,3594,1661,795,0
110,257,751,585,3467,1701,822,0
116,252,699,544,3609,1642,774,0
214,302,615,532,2797,1824,953,0
187,279,592,493,2870,1733,898,0
191,275,574,494,2764,1734,893,0
220,300,623,548,2754,1868,993,0
213,294,629,509,3014,1886,939,0
195,283,629,505,3052,1831,915,0
207,296,627,515,2942,1881,959,0
198,301,599,515,2659,1760,923,0
204,296,643,521,3049,1916,965,0
195,293,609,502,2872,1733,882,0
208,293,646,530,2962,1873,952,0
201,284,641,506,3079,1811,897,0
469,625,1003,1305,2678,3362,2489,0
453,608,1000,1298,2665,3237,2446,0
454,626,1003,1340,2580,3344,2487,0
462,637,1016,1396,2708,3527,2587,0
453,634,978,1339,2705,3483,2550,0
451,614,987,1321,2681,3412,2477,0
218,302,628,499,3305,1805,859,0
217,310,640,501,3379,1838,866,0
239,337,657,588,3218,2020,1028,0
221,306,628,509,3180,1874,912,0
385,536,919,1119,2687,3082,2171,0
371,541,911,1137,2670,3100,2196,0
363,528,906,1111,2669,3057,2182,0
378,540,915,1130,2670,3086,2172,0
373,548,936,1145,2705,3048,2180,0
388,544,932,1144,2746,3084,2215,0
431,584,962,1184,2613,3179,2351,0
435,582,927,1188,2465,3187,2417,0
448,603,956,1198,2480,3183,2449,0
434,596,955,1205,2538,3142,2385,0
338,459,687,718,1438,915,589,0
343,462,707,715,1526,1013,666,0
356,471,715,721,1555,1039,692,0
348,469,693,728,1339,892,598,0
341,453,738,696,1931,1187,750,0
330,463,700,708,1516,1002,655,0
344,512,750,855,1253,866,521,0
337,516,761,862,1237,883,523,0
336,506,760,848,1195,814,502,0
338,512,772,865,1222,855,509,0
336,508,769,862,1245,874,527,0
339,513,765,868,1285,904,538,0
317,489,753,835,1127,751,469,0
315,495,759,847,1216,824,503,0
308,482,738,823,1101,787,490,0
427,577,894,987,1333,1158,713,0
449,596,919,1009,1350,1165,727,0
411,568,882,994,1307,1108,700,0
407,572,912,995,1307,977,588,0
395,559,899,976,1295,933,563,0
390,567,888,975,1284,1058,669,0
265,371,627,528,2346,1063,561,0
248,344,584,499,2144,978,515,0
259,350,597,512,2243,986,516,0
265,369,616,536,2228,1023,537,0
283,376,628,549,2164,1035,566,0
262,348,588,504,2208,974,513,0
277,360,608,524,2226,998,535,0
278,369,632,541,2396,1070,580,0
113,237,515,448,2454,953,479,0
106,224,500,443,2222,899,467,0
100,225,497,435,2488,918,456,0
124,255,535,488,2051,964,536,0
95,233,503,443,2426,900,455,0
135,259,543,504,2015,983,557,0
116,240,527,473,2165,932,507,0
107,233,497,447,2560,923,455,0
290,395,660,579,2147,1069,587,0
288,384,643,569,2027,1064,604,0
308,394,646,574,1935,1065,605,0
286,388,631,567,1960,1043,591,0
271,363,629,541,2131,1076,587,0
283,379,636,559,2048,1038,580,0
276,370,651,541,2454,1034,536,0
283,383,631,553,1985,1037,583,0
301,388,639,564,1946,1046,594,0
282,383,655,563,2236,1034,562,0
277,370,629,542,2242,1058,563,0
296,400,629,570,2022,1128,633,0
308,407,627,581,1907,1128,642,0
277,367,635,543,2289,1031,542,0
299,408,671,600,2197,1152,648,0
267,358,609,524,2174,959,502,0
326,417,639,596,1921,1150,661,0
268,366,637,537,2301,1044,536,0
224,359,665,784,2205,2338,1422,0
220,355,659,794,2183,2377,1427,0
210,346,648,780,2123,2371,1426,0
220,360,667,804,2174,2427,1447,0
215,360,661,797,2096,2430,1496,0
156,273,555,506,2202,1121,608,0
151,271,530,490,2061,1004,573,0
151,268,549,492,2238,1069,600,0
156,285,550,518,2098,1048,579,0
145,272,552,504,2411,1061,571,0
209,362,647,795,2119,2417,1466,0
159,273,556,498,2135,1086,619,0
152,281,545,518,2081,1098,628,0
147,278,534,511,1958,1018,585,0
254,380,645,807,1930,2316,1471,0
266,400,664,853,1963,2581,1627,0
147,275,570,502,2374,1062,575,0
145,278,557,504,2139,1014,557,0
273,403,669,875,1981,2598,1646,0
254,383,641,817,1948,2458,1542,0
267,400,660,860,2017,2590,1624,0
255,376,633,798,1981,2422,1510,0
443,567,809,916,1238,989,653,0
425,555,786,898,1217,968,648,0
427,547,767,878,1199,981,661,0
431,549,792,911,1227,989,649,0
296,435,657,685,1283,875,554,0
321,459,674,708,1231,838,536,0
224,355,627,753,1997,2254,1401,0
223,362,634,755,2028,2261,1396,0
327,449,664,685,1322,883,562,0
325,444,670,683,1372,890,563,0
291,406,628,598,1684,948,571,0
213,354,635,743,2090,2226,1335,0
215,341,637,745,2054,2207,1328,0
307,424,651,625,1588,1003,631,0
200,332,622,715,2051,2132,1313,0
184,329,629,755,2068,2254,1393,0
325,427,671,627,1687,1126,729,0
305,397,637,585,1753,1038,636,0
812,919,1189,1482,2864,3536,2603,0
780,865,1134,1376,3004,3382,2374,0
818,927,1216,1508,2911,3791,2725,0
895,1026,1357,1694,3058,3901,2879,0
867,1008,1340,1719,3014,3761,2795,0
764,859,1099,1333,2699,3364,2462,0
850,965,1219,1527,2731,3673,2757,0
775,893,1162,1444,2869,3667,2643,0
818,934,1223,1531,2845,3785,2743,0
887,1055,1402,1782,3059,3849,2847,0
825,942,1197,1510,2837,3531,2577,0
799,906,1200,1543,2923,3910,2833,0
785,899,1192,1480,2886,3738,2795,0
773,880,1145,1436,2668,3771,2687,0
799,909,1232,1576,2782,3708,2705,0
793,903,1196,1539,2976,3908,2810,0
818,935,1252,1640,2997,3882,2860,0
787,896,1140,1468,2645,3754,2700,0
521,706,980,1169,1859,2173,1749,0
786,900,1185,1515,2744,3784,2708,0
835,959,1285,1671,3002,3915,2840,0
543,733,1018,1252,1932,2016,1644,0
241,379,619,646,1254,455,273,0
210,340,617,591,1980,743,405,0
250,390,614,630,1250,558,332,0
226,377,630,644,1386,556,325,0
355,581,957,1011,1401,690,420,0
368,547,880,980,1441,971,593,0
318,488,864,919,1436,763,453,0
330,489,845,951,1483,872,530,0
256,408,737,733,1821,1035,651,0
697,884,1234,1483,2119,2206,1771,0
284,441,751,741,1902,1095,685,0
869,1072,1465,1722,2209,2089,1597,0
242,403,751,739,1873,1100,678,0
309,477,786,844,1789,1094,652,0
536,708,1018,1204,1737,1818,1329,0
1207,1426,1951,2298,2841,2798,2121,0
1113,1327,1858,2237,2887,2902,2187,0
535,716,1072,1226,1814,1785,1401,0
830,1021,1569,1951,2706,2948,2373,0
1006,1173,1559,1783,2343,2505,1980,0
928,1067,1320,1575,2406,2999,2522,0
753,944,1371,1617,2116,2201,1628,0
683,841,1151,1311,1742,1582,1063,0
624,808,1207,1422,1950,1819,1275,0
163,295,566,529,1960,1025,598,0
170,293,573,541,1985,1057,608,0
584,747,1112,1267,1690,1529,983,0
154,289,570,521,2005,1036,590,0
149,284,559,514,1946,1010,580,0
165,289,557,523,1899,1053,609,0
149,283,548,516,1902,1032,589,0
143,282,539,505,1889,1021,578,0
139,271,545,502,1947,974,537,0
301,486,781,862,1340,750,481,0
270,451,752,794,1376,747,469,0
866,1019,1549,1909,3027,3551,2730,0
762,890,1425,1723,2573,2822,2129,0
844,981,1396,1743,2927,3674,2820,0
720,833,1160,1333,2030,1870,1314,0
712,851,1239,1429,2181,2172,1579,0
840,1029,1531,1846,2555,2905,2269,0
749,911,1364,1591,2163,2238,1647,0
707,891,1328,1526,2074,1976,1359,0
902,1079,1496,1734,2251,2247,1670,0
861,1094,1546,1858,2487,2613,2013,0
688,862,1266,1455,2056,1933,1312,0
840,1060,1555,1922,2739,3001,2247,0
827,1002,1417,1613,2179,2189,1600,0
795,977,1327,1632,2600,3034,2267,0
254,373,652,576,2193,1111,604,0
395,542,899,989,1956,1224,695,0
235,364,636,555,2256,1109,596,0
835,1037,1486,1732,2546,2732,2060,0
236,354,615,540,2190,1066,566,0
234,352,614,543,2179,1082,581,0
254,360,631,561,2159,1094,593,0
805,968,1355,1745,2894,3692,2753,0
684,836,1252,1456,2139,1993,1441,0
233,351,608,538,2089,1043,568,0
906,1073,1543,1961,3007,4053,3220,0
458,557,783,919,1239,1016,662,0
409,548,892,971,2014,1308,761,0
247,357,610,548,2096,1071,578,0
472,562,787,925,1226,1015,662,0
471,562,803,957,1270,1038,663,0
241,365,624,556,2195,1099,588,0
827,1012,1468,1913,3053,3983,3026,0
882,1076,1568,2044,3130,4133,3216,0
406,553,913,1003,1971,1234,701,0
794,969,1482,1926,2991,4111,3231,0
407,547,891,982,1982,1220,703,0
469,559,783,937,1235,1056,688,0
471,562,784,928,1232,1044,686,0
460,597,964,1073,1988,1344,777,0
870,1086,1718,2244,3194,4159,3387,0
816,1019,1522,1957,3040,3957,3063,0
885,1084,1672,2179,3138,4050,3314,0
477,558,790,969,1265,1071,686,0
416,575,906,988,1975,1262,730,0
845,1038,1592,2101,3125,3937,3202,0
863,1076,1636,2155,3222,4140,3266,0
822,1041,1652,2195,3162,4108,3338,0
