B1,B2,B3,B4,B5,B6,B7,Class
356,471,715,721,1555,1039,692,Mangrove
341,453,738,696,1931,1187,750,Mangrove
330,463,700,708,1516,1002,655,Mangrove
359,493,774,808,1883,1265,783,Mangrove
345,478,773,808,1840,1284,781,Mangrove
283,390,617,623,1593,824,475,Mangrove
304,425,641,680,1349,793,469,Mangrove
322,450,664,721,1287,773,470,Mangrove
273,390,617,633,1451,813,485,Mangrove
293,427,643,698,1308,797,485,Mangrove
315,449,673,742,1334,777,473,Mangrove
424,517,793,790,1860,1332,815,Mangrove
440,532,808,813,1860,1377,865,Mangrove
168,343,654,738,1635,1205,698,Mangrove
209,397,723,824,1606,1232,714,Mangrove
193,371,683,764,1688,1236,742,Mangrove
164,327,619,677,1714,1177,699,Mangrove
386,512,784,800,1701,1246,832,Mangrove
405,534,797,817,1703,1285,870,Mangrove
430,543,793,797,1683,1209,817,Mangrove
436,543,790,801,1655,1161,794,Mangrove
219,383,677,781,1644,1295,722,Mangrove
209,375,663,769,1572,1292,715,Mangrove
145,298,570,658,1303,838,520,Mangrove
177,334,632,730,1563,1077,607,Mangrove
165,322,586,680,1451,1067,606,Mangrove
165,318,573,657,1417,1007,575,Mangrove
343,551,919,1000,1648,1508,1003,Mangrove
340,544,908,998,1613,1502,985,Mangrove
367,549,901,1006,1665,1507,979,Mangrove
374,542,877,960,1759,1524,986,Mangrove
366,531,869,956,1736,1520,1001,Mangrove
313,489,740,790,1409,859,510,Mangrove
322,487,745,788,1360,806,477,Mangrove
320,488,748,797,1352,822,488,Mangrove
353,476,777,802,1899,1306,816,Mangrove
334,455,761,762,1862,1282,809,Mangrove
370,512,772,830,1428,1009,706,Mangrove
141,268,555,506,2088,1225,678,Mangrove
125,263,552,532,1828,1282,737,Mangrove
126,258,553,509,1980,1238,704,Mangrove
136,267,561,509,2088,1232,685,Mangrove
131,274,558,553,1797,1279,738,Mangrove
115,254,551,506,1964,1254,711,Mangrove
440,572,826,862,1507,1230,887,Mangrove
447,598,876,918,1629,1343,933,Mangrove
420,570,853,879,1622,1312,911,Mangrove
248,344,584,499,2144,978,515,Mangrove
265,371,627,528,2346,1063,561,Mangrove
259,350,597,512,2243,986,516,Mangrove
265,369,616,536,2228,1023,537,Mangrove
277,360,608,524,2226,998,535,Mangrove
278,369,632,541,2396,1070,580,Mangrove
262,348,588,504,2208,974,513,Mangrove
283,376,628,549,2164,1035,566,Mangrove
325,465,677,727,1303,862,556,Mangrove
335,481,701,753,1292,869,553,Mangrove
106,224,500,443,2222,899,467,Mangrove
113,237,515,448,2454,953,479,Mangrove
100,225,497,435,2488,918,456,Mangrove
124,255,535,488,2051,964,536,Mangrove
116,240,527,473,2165,932,507,Mangrove
95,233,503,443,2426,900,455,Mangrove
107,233,497,447,2560,923,455,Mangrove
135,259,543,504,2015,983,557,Mangrove
308,394,646,574,1935,1065,605,Mangrove
290,395,660,579,2147,1069,587,Mangrove
271,363,629,541,2131,1076,587,Mangrove
288,384,643,569,2027,1064,604,Mangrove
286,388,631,567,1960,1043,591,Mangrove
283,383,631,553,1985,1037,583,Mangrove
282,383,655,563,2236,1034,562,Mangrove
301,388,639,564,1946,1046,594,Mangrove
283,379,636,559,2048,1038,580,Mangrove
276,370,651,541,2454,1034,536,Mangrove
277,370,629,542,2242,1058,563,Mangrove
296,400,629,570,2022,1128,633,Mangrove
308,407,627,581,1907,1128,642,Mangrove
277,367,635,543,2289,1031,542,Mangrove
326,417,639,596,1921,1150,661,Mangrove
299,408,671,600,2197,1152,648,Mangrove
268,366,637,537,2301,1044,536,Mangrove
267,358,609,524,2174,959,502,Mangrove
432,573,838,868,1552,1240,902,Mangrove
431,567,836,864,1569,1264,911,Mangrove
156,273,555,506,2202,1121,608,Mangrove
156,285,550,518,2098,1048,579,Mangrove
151,271,530,490,2061,1004,573,Mangrove
145,272,552,504,2411,1061,571,Mangrove
151,268,549,492,2238,1069,600,Mangrove
152,281,545,518,2081,1098,628,Mangrove
159,273,556,498,2135,1086,619,Mangrove
147,275,570,502,2374,1062,575,Mangrove
145,278,557,504,2139,1014,557,Mangrove
147,278,534,511,1958,1018,585,Mangrove
321,459,674,708,1231,838,536,Mangrove
296,435,657,685,1283,875,554,Mangrove
327,449,664,685,1322,883,562,Mangrove
325,444,670,683,1372,890,563,Mangrove
291,406,628,598,1684,948,571,Mangrove
307,424,651,625,1588,1003,631,Mangrove
325,427,671,627,1687,1126,729,Mangrove
305,397,637,585,1753,1038,636,Mangrove
241,379,619,646,1254,455,273,Mangrove
210,340,617,591,1980,743,405,Mangrove
250,390,614,630,1250,558,332,Mangrove
226,377,630,644,1386,556,325,Mangrove
284,441,751,741,1902,1095,685,Mangrove
256,408,737,733,1821,1035,651,Mangrove
309,477,786,844,1789,1094,652,Mangrove
242,403,751,739,1873,1100,678,Mangrove
311,426,702,693,2001,1194,720,Mangrove
494,637,954,1061,2118,1731,1186,Mangrove
319,463,737,787,1664,855,480,Mangrove
325,470,744,805,1652,873,489,Mangrove
267,411,678,712,1583,855,481,Mangrove
294,440,732,759,1768,857,472,Mangrove
272,426,675,720,1440,801,460,Mangrove
149,284,559,514,1946,1010,580,Mangrove
163,295,566,529,1960,1025,598,Mangrove
170,293,573,541,1985,1057,608,Mangrove
154,289,570,521,2005,1036,590,Mangrove
139,271,545,502,1947,974,537,Mangrove
286,433,695,727,1469,812,469,Mangrove
165,289,557,523,1899,1053,609,Mangrove
149,283,548,516,1902,1032,589,Mangrove
143,282,539,505,1889,1021,578,Mangrove
320,450,715,765,1280,812,492,Mangrove
270,451,752,794,1376,747,469,Mangrove
347,509,772,835,1657,840,460,Mangrove
271,437,749,787,1223,794,488,Mangrove
329,493,765,809,1649,859,473,Mangrove
315,473,790,840,1551,950,592,Mangrove
298,464,743,767,1560,891,548,Mangrove
304,487,782,842,1601,936,573,Mangrove
571,657,864,907,2130,1583,1054,Mangrove
441,532,748,735,2083,1319,805,Mangrove
254,373,652,576,2193,1111,604,Mangrove
395,542,899,989,1956,1224,695,Mangrove
234,352,614,543,2179,1082,581,Mangrove
236,354,615,540,2190,1066,566,Mangrove
235,364,636,555,2256,1109,596,Mangrove
406,553,913,1003,1971,1234,701,Mangrove
254,360,631,561,2159,1094,593,Mangrove
241,365,624,556,2195,1099,588,Mangrove
247,357,610,548,2096,1071,578,Mangrove
233,351,608,538,2089,1043,568,Mangrove
407,547,891,982,1982,1220,703,Mangrove
307,411,668,619,2184,1122,660,Mangrove
482,622,915,1024,2208,1986,1446,Mangrove
416,575,906,988,1975,1262,730,Mangrove
350,505,830,879,1889,1093,622,Mangrove
438,561,839,907,2236,1777,1224,Mangrove
345,446,707,712,2165,1261,773,Mangrove
301,449,786,801,1985,1061,586,Mangrove
305,456,768,771,2020,1043,568,Mangrove
369,508,763,796,1822,1042,624,Mangrove
635,694,916,992,2098,1683,1219,Mangrove
428,585,907,984,1933,1174,679,Mangrove
424,588,911,982,1910,1157,658,Mangrove
438,584,878,975,1771,1350,873,Mangrove
412,556,874,930,1927,1226,760,Mangrove
387,529,864,928,1915,1123,649,Mangrove
654,705,904,984,2083,1658,1172,Mangrove
272,397,626,678,1492,1395,928,Mangrove
272,381,620,644,1627,1365,879,Mangrove
279,386,678,551,2723,1115,550,Mangrove
274,365,622,526,2148,974,535,Mangrove
250,339,593,486,2354,942,469,Mangrove
291,407,651,686,1522,1328,902,Mangrove
294,381,655,547,2274,1065,561,Mangrove
220,316,552,463,2397,930,454,Mangrove
257,359,652,535,2335,1081,580,Mangrove
231,338,646,513,2773,1081,524,Mangrove
233,324,583,487,2127,962,527,Mangrove
285,399,662,633,1837,964,538,Mangrove
280,386,674,603,2227,1095,594,Mangrove
264,386,663,635,1926,993,549,Mangrove
273,378,669,593,2185,1051,569,Mangrove
271,402,660,627,1727,831,481,Mangrove
271,386,659,614,1990,945,532,Mangrove
282,402,670,618,1861,1008,561,Mangrove
273,386,666,603,2127,1104,609,Mangrove
267,381,652,589,2071,983,539,Mangrove
259,381,633,583,1951,937,517,Mangrove
291,406,665,630,1773,903,517,Mangrove
291,411,674,624,2021,1133,646,Mangrove
326,411,647,566,2101,1004,540,Mangrove
329,411,669,578,2196,1012,544,Mangrove
340,426,668,585,2325,1085,582,Mangrove
339,415,671,591,2284,1048,570,Mangrove
372,523,799,848,1633,1027,637,Mangrove
350,483,786,811,1751,1009,640,Mangrove
311,400,677,565,2527,1041,537,Mangrove
341,417,695,606,2330,1085,590,Mangrove
324,409,694,587,2473,1092,585,Mangrove
311,399,663,567,2291,1008,522,Mangrove
303,392,671,551,2605,1088,544,Mangrove
286,374,611,516,2403,1034,518,Mangrove
294,375,637,521,2610,1052,513,Mangrove
298,394,653,550,2515,1052,533,Mangrove
287,366,608,510,2551,1031,504,Mangrove
297,384,621,529,2466,1011,515,Mangrove
297,374,631,528,2631,1064,522,Mangrove
292,370,618,514,2565,1051,518,Mangrove
263,383,579,619,1388,885,583,Mangrove
291,414,614,675,1319,974,649,Mangrove
269,405,620,683,1437,1068,678,Mangrove
242,360,583,608,1516,1036,652,Mangrove
327,488,780,801,1752,1066,634,Mangrove
331,504,808,837,1735,1093,665,Mangrove
232,364,723,661,2166,1123,626,Mangrove
247,388,712,676,1990,1123,642,Mangrove
309,447,743,817,1788,1238,674,Mangrove
413,484,707,666,2124,1228,728,Mangrove
436,510,717,711,2048,1277,783,Mangrove
310,453,741,820,1755,1236,673,Mangrove
404,482,694,622,2110,1159,662,Mangrove
349,479,709,746,1352,815,482,Mangrove
354,479,711,760,1381,835,497,Mangrove
608,683,900,1000,2195,1858,1338,Mangrove
574,648,884,983,2110,1818,1331,Mangrove
369,492,710,730,1185,698,435,Mangrove
363,494,724,770,1290,802,487,Mangrove
604,695,940,1045,2226,1895,1325,Mangrove
418,499,748,704,2132,1213,731,Mangrove
311,432,725,668,2108,1172,689,Mangrove
537,606,809,888,2133,1722,1136,Mangrove
450,565,788,906,1910,1819,1209,Mangrove
538,619,861,879,2173,1721,1122,Mangrove
432,540,819,817,2205,1702,1063,Mangrove
271,426,728,694,1485,792,490,Mangrove
535,619,899,917,2368,1897,1215,Mangrove
578,667,936,949,2281,1789,1187,Mangrove
541,630,884,988,2275,2173,1491,Mangrove
444,568,817,892,2149,1754,1197,Mangrove
238,393,713,672,1140,751,539,Mangrove
281,376,629,573,2162,1066,605,Mangrove
305,422,659,626,1990,1170,701,Mangrove
562,649,865,948,2154,1991,1314,Mangrove
458,556,778,812,1948,1625,1051,Mangrove
463,571,801,829,1932,1584,1040,Mangrove
540,641,881,920,2161,1895,1278,Mangrove
313,429,674,641,1978,1196,714,Mangrove
300,419,681,602,1796,804,451,Mangrove
363,511,761,788,1690,890,494,Mangrove
286,413,662,605,1693,754,443,Mangrove
339,490,784,820,1673,869,481,Mangrove
331,455,706,693,1954,1320,822,Mangrove
377,516,813,847,1745,888,484,Mangrove
298,425,681,658,1512,821,494,Mangrove
278,394,656,609,1839,889,498,Mangrove
354,471,726,746,1928,1479,1040,Mangrove
293,426,688,634,1226,654,434,Mangrove
333,437,675,645,2012,1286,796,Mangrove
580,636,829,812,1951,1548,1005,Mangrove
288,398,661,622,1779,839,467,Mangrove
541,604,803,807,2124,1381,867,Mangrove
568,647,881,925,2172,1720,1112,Mangrove
587,660,884,916,2124,1589,1027,Mangrove
558,619,844,876,2151,1590,1023,Mangrove
573,642,860,871,2125,1633,1045,Mangrove
598,683,996,1071,2242,1912,1347,Mangrove
565,633,884,862,2211,1598,1013,Mangrove
360,494,753,844,1530,892,517,Mangrove
354,493,750,833,1535,869,494,Mangrove
381,507,760,861,1492,921,544,Mangrove
440,518,743,694,2074,1286,787,Mangrove
353,498,752,824,1548,875,497,Mangrove
585,674,930,990,2206,1804,1278,Mangrove
351,492,747,788,1734,976,562,Mangrove
380,513,773,849,1566,1020,612,Mangrove
312,449,737,796,1625,908,524,Mangrove
331,473,745,809,1605,938,544,Mangrove
340,478,746,806,1511,883,523,Mangrove
346,492,748,824,1478,890,535,Mangrove
238,346,578,509,2129,1060,583,Mangrove
236,341,568,503,2127,1014,550,Mangrove
233,343,576,500,2145,1020,551,Mangrove
484,580,848,864,2244,1555,1073,Mangrove
239,339,568,504,2086,1079,596,Mangrove
229,335,568,491,2256,1009,527,Mangrove
231,337,570,498,2136,1056,570,Mangrove
341,456,726,695,2234,1286,794,Mangrove
228,340,576,493,2182,1033,550,Mangrove
232,341,569,501,2138,1056,574,Mangrove
305,424,650,614,1819,814,436,Mangrove
348,479,705,721,1512,791,450,Mangrove
599,689,911,922,1772,1439,1084,Mangrove
357,472,707,734,1531,799,452,Mangrove
521,598,782,706,1286,807,568,Mangrove
383,502,751,781,1785,876,474,Mangrove
418,542,797,857,1642,905,512,Mangrove
343,468,714,738,1696,843,462,Mangrove
357,479,736,753,1530,789,445,Mangrove
344,460,719,718,1533,764,429,Mangrove
373,488,704,765,1401,857,501,Mangrove
217,322,610,554,2174,1115,655,Mangrove
350,461,692,731,1478,849,489,Mangrove
345,462,692,725,1616,865,490,Mangrove
160,254,535,433,2638,1013,532,Mangrove
148,232,461,382,2299,918,457,Mangrove
144,227,466,391,2352,926,470,Mangrove
156,238,499,412,2301,971,533,Mangrove
139,231,474,397,2369,923,469,Mangrove
184,281,544,476,2148,1017,576,Mangrove
167,276,534,458,2441,997,527,Mangrove
351,489,708,770,1330,845,511,Mangrove
306,433,687,700,1382,731,426,Mangrove
226,323,567,462,2306,873,410,Mangrove
273,371,618,526,2123,1038,564,Mangrove
246,343,584,490,2192,941,480,Mangrove
228,330,575,484,2223,881,420,Mangrove
256,360,590,503,2295,969,493,Mangrove
243,334,585,497,2205,878,418,Mangrove
225,334,570,480,2151,849,406,Mangrove
279,376,603,522,2249,1022,546,Mangrove
344,461,690,741,1581,910,539,Mangrove
373,480,713,767,1467,904,546,Mangrove
360,469,700,763,1527,903,534,Mangrove
315,432,655,675,1719,893,505,Mangrove
340,448,686,701,1542,781,464,Mangrove
360,483,701,747,1240,713,442,Mangrove
240,360,593,524,1981,884,450,Mangrove
259,368,604,559,1851,882,466,Mangrove
302,425,652,649,1623,809,440,Mangrove
322,458,697,707,1541,847,496,Mangrove
285,410,634,620,1709,861,474,Mangrove
271,394,618,598,1736,827,448,Mangrove
372,509,788,864,1580,911,508,Mangrove
375,506,789,852,1599,914,510,Mangrove
387,520,783,843,1630,912,505,Mangrove
405,542,810,886,1595,924,512,Mangrove
376,505,768,816,1672,911,502,Mangrove
395,532,792,856,1621,919,512,Mangrove
271,375,624,583,2026,864,428,Mangrove
382,507,718,768,1402,843,515,Mangrove
356,461,702,725,1637,888,489,Mangrove
312,418,662,656,1805,863,448,Mangrove
389,511,739,804,1359,943,607,Mangrove
393,512,725,777,1405,916,582,Mangrove
336,447,676,694,1759,860,453,Mangrove
294,394,623,596,1949,867,427,Mangrove
359,459,714,737,1706,902,473,Mangrove
273,362,611,519,2284,1002,524,Mangrove
255,355,599,503,2424,981,496,Mangrove
263,369,616,532,2130,1003,545,Mangrove
278,375,622,533,2189,1026,552,Mangrove
264,373,612,526,2267,987,520,Mangrove
272,370,613,526,2199,998,535,Mangrove
285,383,636,551,2067,1033,575,Mangrove
283,376,621,538,2086,1025,561,Mangrove
284,373,626,541,2086,1012,560,Mangrove
292,392,649,635,1887,866,440,Mangrove
315,424,680,679,1932,888,445,Mangrove
297,403,652,629,1957,862,433,Mangrove
300,409,666,651,1949,877,434,Mangrove
220,399,721,795,1599,1314,851,Mangrove
229,409,722,812,1505,1278,806,Mangrove
346,467,699,717,1555,829,471,Mangrove
357,474,715,742,1508,835,472,Mangrove
315,422,671,641,1845,847,447,Mangrove
346,469,704,698,1684,856,468,Mangrove
165,294,583,526,2307,997,534,Mangrove
179,311,605,532,2297,1018,551,Mangrove
172,309,600,547,2306,1041,582,Mangrove
167,295,580,496,2305,1030,560,Mangrove
186,297,586,507,2272,1054,573,Mangrove
149,290,583,498,2429,1017,539,Mangrove
306,403,665,631,1921,847,430,Mangrove
348,466,711,714,1747,850,444,Mangrove
319,434,662,664,1796,837,428,Mangrove
312,413,646,635,1771,840,439,Mangrove
262,434,758,819,1651,1318,866,Mangrove
296,486,822,904,1547,1366,920,Mangrove
277,470,796,876,1591,1326,861,Mangrove
278,482,823,907,1564,1325,861,Mangrove
220,395,719,843,1816,1188,694,Mangrove
236,414,751,847,1810,1167,680,Mangrove
296,402,640,622,1868,860,447,Mangrove
313,415,643,643,1734,847,449,Mangrove
287,387,611,587,1901,843,423,Mangrove
309,413,660,665,1813,869,455,Mangrove
279,390,621,595,1838,837,433,Mangrove
278,383,627,602,1909,840,424,Mangrove
256,434,743,870,1720,1194,705,Mangrove
239,388,699,825,1785,1209,703,Mangrove
323,433,647,655,1525,840,485,Mangrove
308,417,630,631,1518,828,488,Mangrove
307,416,631,623,1641,836,465,Mangrove
324,443,677,694,1538,867,497,Mangrove
282,390,628,604,1744,854,457,Mangrove
281,388,645,608,1884,876,457,Mangrove
301,408,638,625,1704,850,465,Mangrove
278,376,605,568,1775,818,436,Mangrove
297,400,622,606,1748,845,451,Mangrove
263,369,608,549,2073,880,438,Mangrove
270,383,621,567,1965,864,438,Mangrove
303,416,637,633,1727,853,462,Mangrove
273,370,597,547,2024,852,419,Mangrove
251,353,575,514,2044,841,409,Mangrove
258,354,581,516,2081,845,417,Mangrove
224,325,558,474,2208,849,401,Mangrove
267,356,593,547,2016,841,412,Mangrove
339,466,688,697,1275,773,468,Mangrove
325,433,655,640,1407,746,452,Mangrove
216,321,547,455,2197,827,395,Mangrove
362,489,714,722,1171,709,430,Mangrove
378,497,713,737,1270,769,488,Mangrove
225,410,755,936,1972,1350,808,Mangrove
215,400,737,867,1892,1149,676,Mangrove
213,390,743,924,1954,1193,712,Mangrove
181,305,592,538,2595,1054,543,Mangrove
213,347,604,601,1821,1114,652,Mangrove
193,322,596,567,1864,1120,660,Mangrove
234,415,745,890,1812,1138,656,Mangrove
174,298,560,529,1919,1102,623,Mangrove
169,354,682,835,1931,1198,696,Mangrove
138,324,662,791,2084,1189,682,Mangrove
179,357,675,823,1971,1175,667,Mangrove
190,372,707,893,1870,1255,697,Mangrove
203,331,596,576,1862,1124,665,Mangrove
201,324,607,575,1921,1074,624,Mangrove
175,295,548,515,1884,1109,641,Mangrove
179,303,605,537,2566,1044,552,Mangrove
234,397,741,906,1782,1222,688,Mangrove
232,398,711,863,1805,1148,653,Mangrove
173,278,525,492,1850,1000,585,Mangrove
201,318,608,568,2265,1089,596,Mangrove
165,272,551,481,2434,966,498,Mangrove
191,295,541,518,1752,1083,649,Mangrove
207,373,687,811,1799,1211,734,Mangrove
210,372,674,795,1864,1202,740,Mangrove
204,309,560,531,1822,1134,671,Mangrove
217,342,608,597,1853,1117,656,Mangrove
206,340,615,585,1955,1083,623,Mangrove
197,307,601,543,2398,1063,578,Mangrove
211,312,579,548,1861,1151,679,Mangrove
216,327,576,568,1796,1141,673,Mangrove
238,342,589,589,1758,1089,661,Mangrove
190,287,566,506,2197,1022,565,Mangrove
273,457,858,1020,1966,1438,863,Mangrove
265,360,607,497,2388,970,470,Mangrove
267,364,612,509,2461,962,462,Mangrove
258,462,845,1014,1821,1394,854,Mangrove
278,381,615,555,2014,775,382,Mangrove
269,365,587,527,2007,770,382,Mangrove
243,337,565,458,2385,894,416,Mangrove
258,354,586,476,2384,911,426,Mangrove
294,389,638,545,2275,910,467,Mangrove
283,386,573,521,1951,792,384,Mangrove
245,430,795,994,1857,1452,832,Mangrove
235,421,788,951,1872,1334,821,Mangrove
297,390,651,559,2271,1038,532,Mangrove
241,342,568,491,2370,870,428,Mangrove
122,294,578,570,1235,663,381,Mangrove
145,297,588,566,1480,878,542,Mangrove
185,309,575,542,1877,1067,608,Mangrove
198,325,601,575,1847,1134,670,Mangrove
189,307,562,529,1929,1028,590,Mangrove
200,335,607,592,1828,1151,691,Mangrove
192,317,591,566,1819,1077,633,Mangrove
164,282,568,508,2253,1016,549,Mangrove
160,287,549,509,1910,987,554,Mangrove
206,339,615,598,1819,1137,678,Mangrove
274,367,597,503,2281,933,457,Mangrove
251,347,572,473,2296,898,432,Mangrove
249,347,568,470,2317,908,431,Mangrove
289,377,621,526,2274,949,475,Mangrove
265,354,583,483,2312,921,443,Mangrove
258,352,595,483,2414,947,452,Mangrove
261,353,580,479,2340,905,439,Mangrove
261,350,584,496,2311,921,444,Mangrove
306,397,663,584,2171,967,493,Mangrove
288,379,634,541,2342,1013,519,Mangrove
281,384,625,529,2227,840,421,Mangrove
265,383,638,519,2441,916,455,Mangrove
316,412,632,580,1988,890,471,Mangrove
291,390,637,548,2216,870,448,Mangrove
262,383,624,528,2110,768,383,Mangrove
259,358,583,484,2407,911,442,Mangrove
138,265,578,495,2299,1041,541,Mangrove
141,267,590,502,2504,1036,513,Mangrove
129,261,576,494,2335,994,507,Mangrove
259,361,615,504,2616,1023,490,Mangrove
260,356,592,496,2630,970,464,Mangrove
133,263,575,493,2255,1026,530,Mangrove
279,379,609,532,2158,878,446,Mangrove
286,384,615,544,2089,865,443,Mangrove
153,265,557,476,2237,1047,558,Mangrove
141,256,579,492,2557,1060,540,Mangrove
135,258,570,487,2288,1020,536,Mangrove
136,269,590,509,2330,1043,539,Mangrove
198,325,620,589,1914,1190,707,Mangrove
196,322,619,581,1908,1191,705,Mangrove
178,304,606,559,1997,1181,688,Mangrove
131,249,531,468,2139,959,517,Mangrove
195,320,622,589,1948,1202,704,Mangrove
196,318,623,584,1929,1177,700,Mangrove
142,252,529,477,2245,957,510,Mangrove
174,297,595,547,1938,1148,671,Mangrove
135,247,533,470,2422,973,511,Mangrove
151,259,574,506,2252,1064,585,Mangrove
126,253,554,503,2105,1044,573,Mangrove
144,272,589,518,2195,1094,611,Mangrove
339,411,646,536,2390,960,488,Mangrove
323,391,624,516,2497,958,469,Mangrove
320,401,646,535,2553,978,487,Mangrove
351,428,674,565,2470,1004,511,Mangrove
327,403,663,559,2469,1003,506,Mangrove
315,387,610,512,2467,973,479,Mangrove
316,390,621,515,2529,966,469,Mangrove
326,400,623,519,2443,942,468,Mangrove
335,408,646,543,2430,963,491,Mangrove
321,393,621,519,2462,969,485,Mangrove
563,678,943,1002,1758,1365,902,Mangrove
547,666,955,1024,1778,1397,922,Mangrove
166,305,635,589,2202,1015,511,Mangrove
179,310,642,588,2160,1041,555,Mangrove
145,283,629,539,2375,1051,521,Mangrove
165,304,638,589,2185,1006,508,Mangrove
178,313,655,610,2085,1036,548,Mangrove
139,277,612,530,2359,1014,502,Mangrove
332,399,609,510,2409,971,491,Mangrove
346,423,632,542,2291,1018,532,Mangrove
341,409,628,524,2476,997,501,Mangrove
349,419,652,538,2608,1025,512,Mangrove
366,433,664,569,2413,1089,583,Mangrove
335,402,621,527,2360,991,514,Mangrove
363,431,648,556,2198,1042,567,Mangrove
372,444,669,573,2406,1088,574,Mangrove
264,420,743,725,1770,1044,662,Mangrove
198,349,675,605,2179,1019,593,Mangrove
86,229,523,432,2444,1106,578,Mangrove
95,233,524,441,2399,1098,580,Mangrove
102,237,524,442,2443,1081,560,Mangrove
132,275,598,546,1989,1195,706,Mangrove
416,537,728,762,1273,869,574,Mangrove
100,233,530,430,2535,1143,598,Mangrove
95,226,516,429,2396,1136,604,Mangrove
397,513,708,713,1353,848,558,Mangrove
97,230,513,428,2490,1111,580,Mangrove
116,252,560,511,1939,1206,704,Mangrove
122,256,567,515,1961,1185,689,Mangrove
128,266,591,525,2092,1195,684,Mangrove
422,543,751,785,1297,868,577,Mangrove
115,254,564,500,2123,1214,678,Mangrove
121,252,555,503,1958,1202,693,Mangrove
399,512,711,718,1380,843,545,Mangrove
413,519,721,731,1397,846,530,Mangrove
433,548,752,787,1282,862,569,Mangrove
153,305,640,573,2102,1016,533,Mangrove
162,325,671,635,2023,1008,553,Mangrove
163,308,644,589,2077,1011,528,Mangrove
233,399,702,817,1609,1272,752,Mangrove
164,314,654,618,2052,1000,535,Mangrove
194,344,688,705,1856,1009,555,Mangrove
164,310,646,598,2089,1004,525,Mangrove
254,425,740,841,1661,1284,776,Mangrove
250,396,778,685,2286,1290,755,Mangrove
229,391,773,691,2144,1263,776,Mangrove
206,376,729,699,1829,1166,740,Mangrove
207,375,738,661,2094,1180,708,Mangrove
217,359,745,644,2295,1208,691,Mangrove
216,377,751,656,2235,1225,724,Mangrove
573,636,772,794,1298,1001,668,Mangrove
562,627,775,780,1428,1001,654,Mangrove
363,546,847,901,1352,1070,724,Mangrove
318,500,813,832,1609,1109,739,Mangrove
300,465,784,774,1832,1097,684,Mangrove
298,471,793,805,1534,1070,702,Mangrove
