B1,B2,B3,B4,B5,B6,B7,Class
10567,9763,8828,8103,11300,10179,8508,1
10444,9604,8777,8030,12483,10479,8273,1
10441,9587,8748,8004,12382,10279,8168,1
10566,9746,8859,8128,11429,10269,8492,1
10432,9618,8796,8058,12506,10590,8401,1
10436,9623,8799,8057,12486,10524,8350,1
10425,9606,8775,8034,12382,10445,8269,1
10410,9599,8761,7996,12296,10321,8170,1
10443,9589,8557,8006,10253,9864,8190,1
10390,9556,8492,7901,9742,9254,7782,1
10421,9564,8498,7910,9864,9474,7932,1
10423,9574,8543,7952,10190,9559,7908,1
10410,9593,8556,7984,10250,9756,8066,1
10415,9601,8783,8003,12425,10422,8218,1
10396,9567,8497,7898,9951,9693,8034,1
10398,9575,8538,7954,10105,9479,7873,1
10425,9591,8543,7946,10149,9642,7999,1
10418,9587,8533,7943,10108,9781,8142,1
10434,9618,8798,8036,12444,10503,8305,1
10393,9566,8508,7911,9932,9514,7932,1
10416,9616,8787,8019,12380,10339,8186,1
10448,9633,8818,8090,12476,10603,8409,1
10451,9610,8792,8034,12455,10403,8261,1
10442,9635,8806,8073,12423,10521,8373,1
10443,9560,8498,7909,9937,9475,7910,1
10411,9552,8459,7881,9682,9579,8025,1
10405,9555,8467,7867,9758,9376,7866,1
10452,9637,8814,8082,12409,10508,8335,1
10438,9624,8802,8065,12393,10470,8315,1
10448,9615,8809,8027,12438,10449,8298,1
10451,9569,8520,7931,10081,9572,7944,1
10432,9576,8513,7933,10019,9692,8050,1
10433,9618,8802,8044,12516,10463,8297,1
10459,9616,8784,8030,12432,10449,8278,1
10407,9590,8520,7933,9949,9494,7944,1
10390,9525,8459,7843,9570,9212,7771,1
10388,9541,8445,7866,9513,9528,8027,1
10385,9564,8467,7882,9726,9533,7977,1
10421,9579,8523,7923,9941,9499,7947,1
10390,9557,8474,7914,9733,9745,8153,1
10421,9561,8475,7878,9746,9666,8112,1
10414,9548,8472,7841,9590,9118,7664,1
10402,9549,8456,7845,9578,9498,7979,1
10408,9549,8441,7833,9508,9297,7825,1
10487,9643,8827,8028,11879,10641,8461,1
10488,9646,8795,8028,11682,10692,8594,1
10463,9653,8813,8035,11898,10660,8507,1
10472,9648,8811,8004,12388,10657,8270,1
10463,9650,8823,8028,12392,10969,8474,1
10462,9642,8831,8006,12472,10780,8293,1
10470,9634,8814,8040,12501,10742,8343,1
10442,9633,8801,8053,12657,11137,8404,1
10443,9653,8822,8006,12661,10845,8312,1
10645,9847,8946,8194,12188,10265,8266,1
10642,9843,8924,8234,11990,10501,8435,1
10669,9845,8929,8184,11942,10127,8212,1
10665,9816,8923,8231,12093,10475,8375,1
10634,9827,8903,8208,11782,10253,8346,1
10654,9846,8947,8199,12115,10341,8293,1
10622,9845,8942,8289,12212,10756,8516,1
10629,9866,8962,8274,12279,10543,8380,1
10661,9850,8947,8259,11990,10417,8404,1
10597,9821,8956,8220,12033,10241,8265,1
10455,9656,8740,8077,11830,9858,7933,1
10521,9660,8574,7986,9077,8540,7801,1
10478,9666,8550,7971,8930,8185,7663,1
10646,9841,8949,8228,11985,10245,8272,1
10667,9847,8958,8273,12009,10519,8407,1
10463,9644,8817,8100,12561,10913,8153,1
10487,9656,8586,8036,9438,8478,7748,1
10481,9655,8674,8113,10525,9232,7954,1
10474,9610,8656,8031,11331,9947,7814,1
10476,9628,8571,7962,9718,8905,7626,1
10464,9635,8555,7963,9077,8538,7648,1
10393,9531,8620,8013,12653,10817,8011,1
10411,9542,8598,8008,12595,10903,8050,1
10394,9546,8591,8005,12733,10824,7981,1
10354,9543,8595,7999,12508,10679,7961,1
10395,9526,8590,8018,12436,10486,7875,1
10393,9532,8594,8017,12630,10828,7985,1
10376,9537,8592,8019,12472,10616,7911,1
10401,9534,8581,8009,12432,10551,7905,1
10480,9623,8656,7915,10197,9009,7944,1
10486,9620,8615,7863,9980,8764,7791,1
10475,9636,8601,7875,9740,8781,7858,1
10484,9607,8621,7816,10104,8568,7466,1
10460,9624,8580,7801,9670,8314,7461,1
10475,9623,8625,7821,10249,8654,7462,1
10459,9604,8580,7774,10157,8549,7410,1
10471,9610,8592,7786,10067,8569,7456,1
10464,9592,8557,7782,9739,8395,7488,1
10478,9590,8567,7790,10197,8636,7440,1
10444,9574,8556,7790,10192,8633,7364,1
10445,9593,8567,7802,10321,8643,7345,1
10350,9499,8503,7879,10043,8879,7459,1
